player_id,pitching_ratings_overall_stuff,pitching_ratings_overall_control,pitching_ratings_overall_movement,pitching_ratings_pitches_fastball,pitching_ratings_pitches_slider,pitching_ratings_pitches_curveball,pitching_ratings_pitches_screwball,pitching_ratings_pitches_forkball,pitching_ratings_pitches_changeup,pitching_ratings_pitches_sinker,pitching_ratings_pitches_splitter,pitching_ratings_pitches_knuckleball,pitching_ratings_pitches_cutter,pitching_ratings_pitches_circlechange,pitching_ratings_pitches_knucklecurve
71,1,12,34,1,0,0,0,0,0,0,0,0,0,0,0
72,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0
73,44,8,39,44,43,0,0,0,61,0,0,0,0,0,0
76,98,84,40,117,0,93,0,80,14,0,0,0,0,93,0
77,77,84,91,76,0,83,0,0,27,0,76,0,0,0,0
78,108,84,120,100,0,141,0,0,94,98,0,0,0,0,0
79,36,17,39,48,13,48,0,0,55,0,0,0,0,0,0
80,1,9,24,1,0,0,0,0,0,0,0,0,0,0,0
81,135,166,103,144,0,138,0,0,101,0,0,0,0,0,0
82,47,34,50,55,37,30,0,0,18,0,0,0,0,0,0
83,1,1,27,12,0,0,0,0,0,0,0,0,0,0,0
84,117,134,88,99,0,146,0,0,107,0,0,0,0,0,0
85,1,7,16,0,0,0,0,0,0,0,0,0,0,0,0
86,49,13,40,68,0,18,0,0,0,54,0,0,0,0,0
87,116,88,112,138,47,0,0,0,157,0,0,0,0,0,0
88,55,75,96,62,0,45,0,0,36,0,66,0,0,0,0
90,1,1,30,13,0,0,0,0,0,0,0,0,0,0,0
91,1,6,27,0,0,0,0,0,0,0,0,0,0,0,0
92,141,81,115,145,0,160,0,0,0,0,0,0,0,0,0
95,58,33,65,76,43,35,0,0,39,0,0,0,0,0,0
96,67,12,40,80,97,0,0,0,8,0,0,0,0,18,0
97,59,19,43,72,63,0,0,47,52,0,0,0,0,0,0
99,116,97,110,102,111,0,0,0,140,0,0,0,0,0,0
100,1,8,34,0,0,0,0,0,0,0,0,0,0,0,0
101,2,2,32,13,0,0,0,0,0,0,0,0,0,0,0
102,1,1,32,12,0,0,0,0,0,0,0,0,0,0,0
103,115,135,92,110,49,130,0,0,135,0,0,0,0,0,0
104,118,22,34,118,0,47,0,0,4,0,98,0,0,0,0
105,1,1,27,12,0,0,0,0,0,0,0,0,0,0,0
106,1,1,35,0,0,0,0,0,0,0,0,0,0,0,0
107,1,1,32,13,0,0,0,0,0,0,0,0,0,0,0
108,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0
109,146,82,104,155,184,0,0,0,0,0,0,0,0,0,0
110,71,57,81,84,64,0,0,0,0,0,57,0,0,0,0
111,2,2,24,13,0,0,0,0,0,0,0,0,0,0,0
112,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0
113,110,110,95,121,0,138,0,0,133,0,0,0,0,0,0
114,44,13,38,60,66,0,0,0,0,0,0,0,0,0,0
115,2,3,33,14,0,0,0,0,0,0,0,0,0,0,0
116,47,10,33,61,0,55,0,0,37,0,0,0,0,0,0
117,1,3,29,1,0,0,0,0,0,0,0,0,0,0,0
118,195,77,129,179,0,168,0,0,121,0,0,0,0,0,0
120,85,43,49,108,0,56,0,0,15,0,0,0,0,0,0
121,164,107,86,125,0,162,0,0,172,0,0,0,0,0,0
122,95,134,119,148,0,83,0,0,0,0,94,0,0,0,0
123,46,18,35,67,49,0,0,0,16,0,0,0,0,18,0
124,56,31,51,69,46,0,0,0,23,0,0,0,0,0,0
126,1,2,26,13,0,0,0,0,0,0,0,0,0,0,0
127,191,68,100,192,0,135,0,0,0,0,0,0,0,0,0
128,1,1,34,12,0,0,0,0,0,0,0,0,0,0,0
129,1,1,32,12,0,0,0,0,0,0,0,0,0,0,0
130,1,1,27,12,0,0,0,0,0,0,0,0,0,0,0
132,68,70,62,76,58,0,0,0,48,0,54,0,0,0,0
134,39,16,74,70,0,36,0,0,3,0,0,0,0,0,0
135,66,29,52,90,0,0,0,0,25,68,0,0,0,17,0
136,1,1,28,12,0,0,0,0,0,0,0,0,0,0,0
137,1,1,32,12,0,0,0,0,0,0,0,0,0,0,0
138,68,15,42,105,85,0,0,0,5,0,0,0,0,0,0
139,1,1,34,0,0,0,0,0,0,0,0,0,0,0,0
140,1,5,29,0,0,0,0,0,0,0,0,0,0,0,0
141,1,1,37,0,0,0,0,0,0,0,0,0,0,0,0
142,120,99,100,123,95,135,0,0,136,0,0,0,0,0,0
143,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0
144,2,3,40,13,0,0,0,0,0,0,0,0,0,0,0
146,59,23,32,87,40,66,0,0,52,0,0,0,0,0,0
147,84,45,48,84,0,76,0,0,57,0,0,0,84,0,0
148,58,39,58,74,44,34,0,0,7,0,0,0,0,0,0
149,120,85,103,149,103,102,0,0,0,0,0,0,0,0,0
150,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0
151,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0
152,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0
153,172,148,98,99,0,21,0,0,208,0,0,0,0,0,0
154,74,85,65,89,0,0,0,0,0,0,76,0,0,0,0
155,64,59,86,69,61,0,0,0,53,0,0,0,0,0,0
156,50,12,36,64,0,44,0,59,7,0,0,0,0,0,0
157,1,2,24,12,0,0,0,0,0,0,0,0,0,0,0
158,2,3,25,13,0,0,0,0,0,0,0,0,0,0,0
159,1,1,32,12,0,0,0,0,0,0,0,0,0,0,0
160,2,5,25,14,0,0,0,0,0,0,0,0,0,0,0
161,126,129,114,0,144,0,0,0,0,0,0,0,125,0,0
162,1,1,32,12,0,0,0,0,0,0,0,0,0,0,0
163,38,18,29,53,0,49,0,0,18,0,0,0,0,0,0
164,68,51,46,78,66,0,0,0,32,0,0,0,0,0,0
165,97,106,94,103,127,0,0,0,111,0,0,0,0,0,0
166,2,2,31,13,0,0,0,0,0,0,0,0,0,0,0
167,2,2,34,14,0,0,0,0,0,0,0,0,0,0,0
168,1,3,22,12,0,0,0,0,0,0,0,0,0,0,0
169,1,2,33,12,0,0,0,0,0,0,0,0,0,0,0
170,125,47,49,128,0,149,0,0,1,0,0,0,0,0,0
171,111,132,130,114,124,114,0,0,98,0,0,0,0,0,0
172,61,37,58,75,0,50,0,0,38,0,0,0,0,0,0
173,40,11,43,0,40,0,0,49,16,0,0,0,45,0,0
174,55,17,37,66,0,53,0,64,19,0,49,0,0,0,0
175,2,2,25,13,0,0,0,0,0,0,0,0,0,0,0
176,1,3,28,13,0,0,0,0,0,0,0,0,0,0,0
177,16,19,16,60,0,0,0,0,0,0,0,0,0,0,0
178,49,8,50,73,55,22,0,0,0,0,0,0,0,0,0
179,83,21,56,79,47,30,0,0,0,0,88,0,0,0,0
180,1,6,14,0,0,0,0,0,0,0,0,0,0,0,0
181,70,89,32,59,0,0,0,68,32,0,69,0,0,0,0
183,1,7,36,6,0,0,0,0,0,0,0,0,0,0,0
184,93,46,53,109,0,88,0,0,52,0,0,0,0,0,0
185,1,14,23,0,0,0,0,0,0,0,0,0,0,0,0
186,61,47,67,72,0,54,0,0,45,0,0,0,0,0,0
187,2,3,23,13,0,0,0,0,0,0,0,0,0,0,0
188,1,3,32,12,0,0,0,0,0,0,0,0,0,0,0
189,158,106,109,151,0,168,0,0,103,0,0,0,0,0,0
190,49,37,61,60,0,39,0,0,29,0,0,0,0,0,0
191,1,1,32,12,0,0,0,0,0,0,0,0,0,0,0
192,55,57,70,78,45,38,0,0,44,0,0,0,0,0,0
193,99,105,94,103,0,52,0,0,115,0,0,0,104,0,0
194,2,1,31,14,0,0,0,0,0,0,0,0,0,0,0
197,1,12,13,0,0,0,0,0,0,0,0,0,0,0,0
198,56,44,68,71,44,0,0,0,0,0,0,0,0,29,0
200,1,1,23,13,0,0,0,0,0,0,0,0,0,0,0
202,51,17,41,66,26,70,0,0,0,0,0,0,0,0,0
203,52,43,69,78,0,57,0,0,23,0,0,0,0,0,0
204,59,46,71,74,42,0,0,0,17,0,0,0,61,0,0
206,1,1,28,12,0,0,0,0,0,0,0,0,0,0,0
207,128,139,105,133,145,0,0,0,32,0,0,0,0,0,0
208,1,1,24,13,0,0,0,0,0,0,0,0,0,0,0
209,110,73,128,124,131,108,0,0,20,0,0,0,0,0,0
210,72,56,98,103,0,101,0,0,4,0,0,0,0,0,0
212,107,129,104,131,0,152,0,0,49,0,0,0,0,0,0
213,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
214,2,2,32,13,0,0,0,0,0,0,0,0,0,0,0
215,1,2,35,12,0,0,0,0,0,0,0,0,0,0,0
216,123,49,99,132,0,138,0,0,33,0,0,0,0,0,0
217,57,12,60,82,0,0,0,0,1,73,0,0,0,0,0
218,1,8,26,0,0,0,0,0,0,0,0,0,0,0,0
219,54,10,36,70,0,65,0,0,1,0,40,0,0,0,0
220,78,31,41,77,107,0,0,0,78,0,0,0,0,0,0
221,48,14,47,76,32,0,0,66,43,0,0,0,0,0,0
222,130,114,111,120,149,0,0,0,0,0,0,0,0,0,0
223,1,3,28,13,0,0,0,0,0,0,0,0,0,0,0
224,107,81,96,96,87,120,0,0,100,0,0,0,0,0,0
227,91,27,80,92,103,0,0,0,32,0,0,0,0,0,0
228,143,21,49,165,0,107,0,0,106,0,0,0,0,0,0
231,65,16,42,81,0,80,0,0,58,0,0,0,0,0,0
232,1,6,14,0,0,0,0,0,0,0,0,0,0,0,0
233,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0
236,1,5,25,13,0,0,0,0,0,0,0,0,0,0,0
237,1,6,18,0,0,0,0,0,0,0,0,0,0,0,0
238,1,1,36,1,0,0,0,0,0,0,0,0,0,0,0
239,2,3,33,14,0,0,0,0,0,0,0,0,0,0,0
240,54,47,74,78,45,40,0,0,28,0,0,0,0,0,0
241,64,48,72,78,0,57,0,0,23,0,0,0,0,0,0
242,79,64,79,126,96,0,0,0,1,0,0,0,0,0,0
243,1,7,85,0,0,0,0,0,0,0,0,0,0,0,0
245,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
246,1,2,24,12,0,0,0,0,0,0,0,0,0,0,0
247,1,6,12,0,0,0,0,0,0,0,0,0,0,0,0
248,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0
249,1,6,80,0,0,0,0,0,0,0,0,0,0,0,0
250,60,51,72,68,0,55,0,0,49,0,0,0,0,0,0
251,1,3,87,0,0,0,0,0,0,0,0,0,0,0,0
252,55,34,65,78,0,56,0,0,0,0,0,0,0,45,0
254,2,1,32,14,0,0,0,0,0,0,0,0,0,0,0
255,1,5,18,0,0,0,0,0,0,0,0,0,0,0,0
256,1,6,18,0,0,0,0,0,0,0,0,0,0,0,0
257,2,3,35,14,0,0,0,0,0,0,0,0,0,0,0
258,1,10,33,0,0,0,0,0,0,0,0,0,0,0,0
259,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0
260,142,98,104,90,0,152,0,0,157,0,0,0,0,0,0
261,87,6,44,89,0,100,0,0,17,0,0,0,0,0,0
262,91,72,92,101,0,111,0,0,105,0,0,0,0,0,0
265,1,3,28,12,0,0,0,0,0,0,0,0,0,0,0
266,73,62,99,77,0,82,0,0,1,0,0,0,0,0,0
267,102,45,41,100,122,0,0,105,18,0,0,0,0,0,0
268,47,52,76,56,0,0,0,0,35,57,0,0,50,0,0
269,73,48,61,82,69,0,0,0,55,0,0,0,0,0,0
271,62,35,84,62,0,65,0,0,66,0,0,0,0,0,0
272,1,7,15,0,0,0,0,0,0,0,0,0,0,0,0
274,66,20,44,104,56,0,0,0,31,0,0,0,0,0,0
276,46,29,55,0,0,50,0,48,45,0,0,0,48,0,0
277,1,5,24,12,0,0,0,0,0,0,0,0,0,0,0
278,63,69,26,66,0,0,0,0,0,0,49,0,55,0,0
279,112,82,121,150,0,148,0,0,48,0,0,0,0,0,0
280,1,1,32,12,0,0,0,0,0,0,0,0,0,0,0
281,115,77,53,0,109,0,0,0,0,0,0,0,117,0,0
283,2,2,29,13,0,0,0,0,0,0,0,0,0,0,0
284,2,2,34,13,0,0,0,0,0,0,0,0,0,0,0
285,73,67,58,73,0,55,0,0,45,0,0,0,69,0,0
286,62,42,56,89,66,0,0,0,43,0,0,0,0,0,0
287,63,46,75,80,48,0,0,0,50,0,0,0,0,0,0
288,69,56,71,79,64,0,0,0,48,0,0,0,0,0,0
289,1,1,22,13,0,0,0,0,0,0,0,0,0,0,0
290,77,78,73,94,0,97,0,0,66,0,0,0,0,0,0
291,87,39,60,102,0,88,0,0,0,0,0,0,0,0,0
292,95,29,66,103,0,0,0,0,7,88,0,0,0,0,0
293,1,1,27,13,0,0,0,0,0,0,0,0,0,0,0
294,130,123,93,117,133,139,0,0,77,0,0,0,0,0,0
296,76,31,39,83,0,92,0,0,95,0,0,0,0,0,0
297,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0
298,2,1,38,13,0,0,0,0,0,0,0,0,0,0,0
299,13,49,43,49,0,0,0,0,0,0,0,0,0,0,0
300,2,5,39,13,0,0,0,0,0,0,0,0,0,0,0
301,176,164,99,133,109,181,0,0,125,0,0,0,0,0,0
302,70,33,52,86,61,0,0,0,35,0,0,0,0,0,0
303,2,10,37,13,0,0,0,0,0,0,0,0,0,0,0
304,1,1,21,12,0,0,0,0,0,0,0,0,0,0,0
305,42,16,39,0,53,18,0,0,17,0,0,0,51,0,0
306,49,15,43,0,54,46,0,55,21,0,0,0,53,0,0
307,1,1,23,12,0,0,0,0,0,0,0,0,0,0,0
308,107,34,21,91,0,107,0,107,6,0,0,0,0,0,0
311,64,51,70,72,59,0,0,0,46,0,0,0,0,0,0
313,52,46,65,48,58,0,0,0,29,0,0,0,0,0,0
314,1,1,36,12,0,0,0,0,0,0,0,0,0,0,0
315,36,14,45,54,49,0,0,0,4,0,0,0,0,0,0
316,68,5,46,0,0,60,0,0,0,0,0,0,80,0,0
317,108,128,94,106,71,0,0,104,147,0,0,0,0,0,0
318,128,118,135,157,142,0,0,0,140,0,0,0,0,0,0
319,54,39,42,98,0,23,0,0,13,0,0,0,0,0,0
320,81,64,57,68,76,0,0,0,98,0,0,0,0,0,0
321,108,100,116,0,0,0,0,0,0,127,0,0,116,120,0
322,112,76,103,113,125,0,0,0,94,0,0,0,0,0,0
323,1,2,30,12,0,0,0,0,0,0,0,0,0,0,0
324,2,4,29,13,0,0,0,0,0,0,0,0,0,0,0
326,23,47,67,48,0,17,0,0,0,0,0,0,0,0,0
327,40,10,34,64,0,49,0,0,1,0,0,0,0,0,0
328,89,57,54,0,0,60,0,94,17,0,0,0,86,0,0
329,98,36,63,122,91,0,0,0,0,0,0,0,0,0,0
330,61,6,45,67,61,0,0,0,60,0,0,0,0,0,0
332,1,2,32,0,0,0,0,0,0,0,0,0,0,0,0
333,127,121,96,120,130,0,0,0,144,0,0,0,0,0,0
334,71,35,31,70,68,60,0,74,77,0,0,0,0,0,0
336,2,3,33,14,0,0,0,0,0,0,0,0,0,0,0
337,173,81,80,181,129,0,0,0,22,0,0,0,0,0,0
338,54,20,90,58,0,57,0,0,1,0,0,0,0,0,0
339,1,1,30,12,0,0,0,0,0,0,0,0,0,0,0
340,2,2,43,14,0,0,0,0,0,0,0,0,0,0,0
341,164,121,94,0,161,153,0,0,175,0,0,0,132,0,0
344,66,62,80,86,0,52,0,0,40,0,0,0,0,0,0
345,165,139,39,168,0,159,0,0,1,0,0,0,0,0,0
346,92,52,47,100,0,0,0,0,26,0,0,0,0,0,100
348,114,128,100,146,0,143,0,0,72,0,0,0,0,0,0
349,53,24,42,74,53,0,0,0,34,0,0,0,0,0,0
350,121,97,74,97,0,147,0,0,101,0,0,0,0,0,0
351,83,92,89,96,48,0,0,0,82,0,0,0,0,0,0
352,55,29,48,80,0,70,0,0,17,0,0,0,0,0,0
353,56,17,32,78,0,81,0,0,4,0,0,0,0,0,0
354,49,32,65,60,38,30,0,0,0,0,0,0,0,0,0
355,193,95,89,119,170,0,0,0,185,0,0,0,0,0,0
356,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
357,120,96,86,118,102,105,0,0,145,0,0,0,0,0,0
358,59,46,66,66,56,0,0,0,45,0,0,0,0,0,0
359,2,1,28,14,0,0,0,0,0,0,0,0,0,0,0
360,1,2,32,13,0,0,0,0,0,0,0,0,0,0,0
361,158,127,76,180,0,168,0,0,98,0,0,0,0,0,0
362,36,17,37,54,0,45,0,0,4,0,0,0,0,0,0
364,71,25,53,104,0,0,0,0,65,0,0,0,89,0,0
365,1,9,14,0,0,0,0,0,0,0,0,0,0,0,0
366,82,50,27,71,81,94,0,0,0,0,0,0,0,0,0
368,74,33,46,108,0,102,0,0,5,0,0,0,0,0,0
369,52,13,43,62,37,0,0,65,0,0,0,0,0,0,0
370,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
371,2,6,32,14,0,0,0,0,0,0,0,0,0,0,0
372,2,5,24,14,0,0,0,0,0,0,0,0,0,0,0
374,103,34,40,106,97,112,0,0,0,0,0,0,0,0,0
375,96,68,54,0,0,85,0,94,78,0,0,0,92,0,0
376,96,31,44,89,0,0,0,0,3,88,0,0,0,0,0
377,81,107,89,98,0,72,0,0,62,0,0,0,0,0,0
378,59,45,68,64,0,59,0,0,28,0,0,0,0,0,0
379,75,36,40,0,85,72,0,0,65,0,0,0,86,0,0
380,48,14,24,0,0,44,0,43,25,0,52,0,49,0,0
382,1,1,30,13,0,0,0,0,0,0,0,0,0,0,0
383,1,1,28,13,0,0,0,0,0,0,0,0,0,0,0
384,60,57,69,67,57,0,0,0,47,0,0,0,0,0,0
385,37,16,27,49,0,46,0,0,28,0,0,0,0,0,0
386,1,1,31,13,0,0,0,0,0,0,0,0,0,0,0
387,129,60,115,159,105,0,0,0,0,0,0,0,0,0,0
388,107,75,87,92,109,0,0,0,132,0,0,0,0,0,0
391,90,93,67,114,51,0,0,0,71,0,0,0,65,0,0
393,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0
394,1,1,32,12,0,0,0,0,0,0,0,0,0,0,0
395,41,60,98,53,34,0,0,0,51,0,0,0,0,0,0
397,1,4,18,0,0,0,0,0,0,0,0,0,0,0,0
399,1,1,29,12,0,0,0,0,0,0,0,0,0,0,0
400,1,1,29,13,0,0,0,0,0,0,0,0,0,0,0
401,116,100,62,110,131,148,0,0,0,0,0,0,0,0,0
402,46,24,40,84,0,31,0,0,27,0,0,0,0,0,0
403,1,1,23,13,0,0,0,0,0,0,0,0,0,0,0
404,2,6,19,14,0,0,0,0,0,0,0,0,0,0,0
405,159,127,87,145,0,152,0,0,169,0,0,0,0,0,0
406,47,11,35,64,38,0,0,0,55,0,0,0,0,0,0
407,114,98,100,150,149,63,0,0,0,0,0,0,0,0,0
408,85,94,68,117,51,0,0,0,62,0,0,0,0,0,0
409,106,28,104,123,0,101,0,0,83,0,0,0,0,0,0
410,43,36,76,68,41,0,0,0,24,0,0,0,0,0,0
411,112,54,59,128,0,117,0,0,50,0,0,0,0,0,0
412,85,121,96,95,0,86,0,0,45,0,0,0,0,0,0
414,58,43,66,65,47,0,0,0,57,0,0,0,0,0,0
415,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0
416,52,10,33,79,0,50,0,0,0,0,55,0,0,0,0
417,78,96,93,0,62,82,0,0,0,0,0,0,86,0,0
418,93,34,36,114,0,87,0,0,8,0,0,0,0,0,0
419,1,2,30,12,0,0,0,0,0,0,0,0,0,0,0
420,58,44,64,75,43,34,0,0,0,0,0,0,0,0,0
421,71,51,79,80,0,0,0,0,25,0,76,0,0,0,0
422,1,1,23,13,0,0,0,0,0,0,0,0,0,0,0
423,48,10,30,64,71,0,0,0,1,0,0,0,0,0,0
424,76,22,47,92,0,61,0,0,27,0,72,0,0,0,0
426,64,21,44,110,0,0,69,0,2,0,0,0,0,0,0
427,66,96,89,72,0,0,0,0,18,0,0,0,69,0,0
428,1,1,30,12,0,0,0,0,0,0,0,0,0,0,0
429,138,108,119,140,145,92,0,0,103,0,0,0,0,0,0
430,1,1,28,12,0,0,0,0,0,0,0,0,0,0,0
431,1,1,27,13,0,0,0,0,0,0,0,0,0,0,0
432,1,7,36,13,0,0,0,0,0,0,0,0,0,0,0
433,118,73,103,138,0,113,0,0,91,0,0,0,0,0,0
434,1,1,27,13,0,0,0,0,0,0,0,0,0,0,0
435,124,90,105,0,0,110,0,125,40,0,111,0,120,0,94
436,1,7,84,0,0,0,0,0,0,0,0,0,0,0,0
437,1,8,12,0,0,0,0,0,0,0,0,0,0,0,0
438,49,47,69,68,0,32,0,0,17,0,0,0,0,0,0
439,78,83,87,85,0,76,0,0,80,0,0,0,0,0,0
440,45,17,34,68,58,0,0,0,4,0,0,0,0,0,0
441,114,72,80,119,0,51,0,0,131,0,0,0,0,0,0
442,2,8,28,13,0,0,0,0,0,0,0,0,0,0,0
444,132,80,94,138,163,105,0,0,0,0,0,0,0,0,0
447,1,3,18,0,0,0,0,0,0,0,0,0,0,0,0
448,1,4,13,0,0,0,0,0,0,0,0,0,0,0,0
449,63,38,66,88,50,0,0,0,41,0,0,0,0,0,0
451,1,4,23,12,0,0,0,0,0,0,0,0,0,0,0
452,90,47,55,92,92,0,0,0,98,0,0,0,0,0,0
455,1,1,27,12,0,0,0,0,0,0,0,0,0,0,0
456,50,10,44,0,62,0,0,0,1,0,0,0,71,0,0
459,75,37,64,94,0,66,0,0,28,0,0,0,0,0,0
460,2,3,28,14,0,0,0,0,0,0,0,0,0,0,0
461,2,5,36,14,0,0,0,0,0,0,0,0,0,0,0
462,62,16,46,78,52,0,0,0,4,0,0,0,0,0,0
463,67,29,88,75,46,0,0,0,69,0,0,0,0,0,0
464,160,96,107,168,149,0,0,0,33,0,0,0,0,0,0
465,1,1,36,13,0,0,0,0,0,0,0,0,0,0,0
466,16,3,85,62,0,0,0,0,0,0,0,0,0,0,0
468,47,45,62,59,63,0,0,0,27,0,0,0,0,0,0
469,107,61,54,90,0,124,0,84,17,0,94,0,0,0,0
470,63,14,30,68,58,0,0,0,32,0,54,0,0,0,0
471,145,160,139,164,112,0,0,0,0,0,0,0,0,0,0
472,134,115,89,164,107,0,0,0,0,0,0,0,0,0,0
473,99,92,95,0,0,131,0,0,130,0,0,0,61,0,0
475,2,7,32,13,0,0,0,0,0,0,0,0,0,0,0
477,93,80,66,0,0,105,0,91,66,0,0,0,75,0,0
480,59,35,53,75,49,0,0,0,0,0,0,0,0,0,0
481,95,41,42,119,0,120,0,0,77,0,0,0,0,0,0
482,48,49,46,77,60,0,0,0,0,0,0,0,0,0,0
483,1,1,18,13,0,0,0,0,0,0,0,0,0,0,0
484,35,11,37,51,39,0,0,45,4,0,0,0,0,0,0
486,2,3,19,14,0,0,0,0,0,0,0,0,0,0,0
487,1,1,33,12,0,0,0,0,0,0,0,0,0,0,0
488,1,4,27,13,0,0,0,0,0,0,0,0,0,0,0
489,133,89,80,137,0,144,0,0,147,0,0,0,0,0,0
490,131,53,110,124,58,0,112,0,168,0,0,0,0,0,0
491,58,9,46,55,0,58,0,55,11,0,0,0,0,0,0
492,59,65,76,63,0,64,0,0,6,0,0,0,0,0,0
493,31,10,43,51,0,32,0,0,4,0,0,0,0,0,0
