league_id,start_date,type,event_over,deleted,name,gender,needs_human_action
152,"2040-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
153,"2040-4-30",104,0,0,"Player of the Week Award Announcement, Week no. 18",0,0
155,"2040-4-30",104,0,0,"Player of the Week Award Announcement, Week no. 18",0,0
148,"2040-4-30",104,0,0,"Player of the Week Award Announcement, Week no. 18",0,0
149,"2040-4-30",104,0,0,"Player of the Week Award Announcement, Week no. 18",0,0
154,"2040-4-30",104,0,0,"Player of the Week Award Announcement, Week no. 18",0,0
156,"2040-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
157,"2039-9-13",16,0,0,"Offseason starts",0,0
157,"2039-9-21",25,0,0,"Glove Wizard Award announced",0,0
157,"2039-9-22",32,0,0,"Reliever of the Year announced",0,0
157,"2039-9-23",31,0,0,"Platinum Stick Award announced",0,0
157,"2039-9-24",23,0,0,"Outstanding Pitcher Award announced",0,0
157,"2040-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
161,"2040-4-30",104,0,0,"Player of the Week Award Announcement, Week no. 18",0,0
158,"2039-9-17",16,0,0,"Offseason starts",0,0
158,"2039-9-25",25,0,0,"Glove Wizard Award announced",0,0
158,"2039-9-26",32,0,0,"Reliever of the Year announced",0,0
158,"2039-9-27",31,0,0,"Platinum Stick Award announced",0,0
158,"2039-9-28",23,0,0,"Outstanding Pitcher Award announced",0,0
158,"2040-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
148,"2039-9-24",31,0,0,"Platinum Stick Award announced",0,0
148,"2039-9-25",23,0,0,"Outstanding Pitcher Award announced",0,0
148,"2040-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
149,"2039-10-2",31,0,0,"Platinum Stick Award announced",0,0
149,"2039-10-3",23,0,0,"Outstanding Pitcher Award announced",0,0
149,"2040-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
152,"2039-10-1",16,0,0,"Offseason starts",0,0
152,"2039-10-9",25,0,0,"Glove Wizard Award announced",0,0
152,"2039-10-10",32,0,0,"Reliever of the Year announced",0,0
152,"2039-10-11",31,0,0,"Platinum Stick Award announced",0,0
152,"2039-10-12",23,0,0,"Outstanding Pitcher Award announced",0,0
152,"2040-5-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
154,"2039-10-2",31,0,0,"Platinum Stick Award announced",0,0
154,"2039-10-3",23,0,0,"Outstanding Pitcher Award announced",0,0
154,"2040-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
172,"2039-10-13",16,0,0,"Offseason starts",0,0
172,"2039-10-21",25,0,0,"Glove Wizard Award announced",0,0
172,"2039-10-22",32,0,0,"Reliever of the Year announced",0,0
172,"2039-10-23",31,0,0,"Platinum Stick Award announced",0,0
172,"2039-10-24",23,0,0,"Outstanding Pitcher Award announced",0,0
172,"2040-4-23",104,0,0,"Player of the Week Award Announcement, Week no. 17",0,0
150,"2039-9-28",31,0,0,"Platinum Stick Award announced",0,0
150,"2039-9-29",23,0,0,"Outstanding Pitcher Award announced",0,0
150,"2040-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
155,"2039-10-5",31,0,0,"Platinum Stick Award announced",0,0
155,"2039-10-6",23,0,0,"Outstanding Pitcher Award announced",0,0
155,"2040-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
151,"2039-10-3",31,0,0,"Platinum Stick Award announced",0,0
151,"2039-10-4",23,0,0,"Outstanding Pitcher Award announced",0,0
151,"2040-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
146,"2039-10-1",16,0,0,"Offseason starts",0,0
146,"2039-10-9",25,0,0,"Glove Wizard Award announced",0,0
172,"2040-4-30",104,0,0,"Player of the Week Award Announcement, Week no. 18",0,0
172,"2040-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
172,"2040-5-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
173,"2017-5-18",12,0,0,"OPENING DAY",0,0
173,"2017-5-18",13,0,0,"Regular Season Ends",0,0
173,"2017-5-20",15,0,0,"PLAYOFFS BEGIN",0,0
146,"2039-10-10",32,0,0,"Reliever of the Year announced",0,0
146,"2039-10-11",31,0,0,"Platinum Stick Award announced",0,0
146,"2039-10-12",23,0,0,"Outstanding Pitcher Award announced",0,0
146,"2040-5-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
153,"2039-10-4",31,0,0,"Platinum Stick Award announced",0,0
153,"2039-10-5",23,0,0,"Outstanding Pitcher Award announced",0,0
153,"2040-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
147,"2039-9-29",16,0,0,"Offseason starts",0,0
147,"2039-10-7",25,0,0,"Glove Wizard Award announced",0,0
147,"2039-10-8",32,0,0,"Reliever of the Year announced",0,0
147,"2039-10-9",31,0,0,"Platinum Stick Award announced",0,0
147,"2039-10-10",23,0,0,"Outstanding Pitcher Award announced",0,0
147,"2040-5-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
161,"2039-9-21",16,0,0,"Offseason starts",0,0
161,"2039-9-29",25,0,0,"Glove Wizard Award announced",0,0
161,"2039-9-30",32,0,0,"Reliever of the Year announced",0,0
161,"2039-10-1",31,0,0,"Platinum Stick Award announced",0,0
161,"2039-10-2",23,0,0,"Outstanding Pitcher Award announced",0,0
161,"2040-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
156,"2039-10-3",16,0,0,"Offseason starts",0,0
156,"2039-10-11",25,0,0,"Glove Wizard Award announced",0,0
156,"2039-10-12",32,0,0,"Reliever of the Year announced",0,0
156,"2039-10-13",31,0,0,"Platinum Stick Award announced",0,0
156,"2039-10-14",23,0,0,"Outstanding Pitcher Award announced",0,0
156,"2040-5-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
160,"2039-10-11",16,0,0,"Offseason starts",0,0
160,"2039-10-19",25,0,0,"Glove Wizard Award announced",0,0
160,"2039-10-20",32,0,0,"Reliever of the Year announced",0,0
160,"2039-10-21",31,0,0,"Platinum Stick Award announced",0,0
160,"2039-10-22",23,0,0,"Outstanding Pitcher Award announced",0,0
160,"2040-5-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
145,"2040-6-4",104,0,0,"Player of the Week Award Announcement, Week no. 23",0,0
145,"2040-6-11",104,0,0,"Player of the Week Award Announcement, Week no. 24",0,0
145,"2040-6-18",104,0,0,"Player of the Week Award Announcement, Week no. 25",0,0
145,"2040-6-25",104,0,0,"Player of the Week Award Announcement, Week no. 26",0,0
145,"2040-7-1",101,0,0,"Batter of the Month Award Announcement",0,0
145,"2040-7-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
145,"2040-7-1",103,0,0,"Rookie of the Month Award Announcement",0,0
145,"2040-7-2",104,0,0,"Player of the Week Award Announcement, Week no. 27",0,0
145,"2040-7-9",104,0,0,"Player of the Week Award Announcement, Week no. 28",0,0
145,"2040-7-16",104,0,0,"Player of the Week Award Announcement, Week no. 29",0,0
145,"2040-7-23",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
145,"2040-7-30",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
145,"2040-1-4",30,0,0,"Hall of Fame Voting Results",0,0
145,"2039-11-30",33,0,0,"Hall of Fame Voting Begins",0,0
145,"2040-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
145,"2040-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
145,"2040-8-1",103,0,0,"Rookie of the Month Award Announcement",0,0
145,"2040-8-6",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
145,"2040-8-13",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
145,"2040-8-20",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
145,"2040-8-27",104,0,0,"Player of the Week Award Announcement, Week no. 35",0,0
145,"2040-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
145,"2040-9-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
145,"2040-9-1",103,0,0,"Rookie of the Month Award Announcement",0,0
145,"2040-9-3",104,0,0,"Player of the Week Award Announcement, Week no. 36",0,0
145,"2040-9-10",104,0,0,"Player of the Week Award Announcement, Week no. 37",0,0
145,"2040-9-17",104,0,0,"Player of the Week Award Announcement, Week no. 38",0,0
145,"2040-9-24",104,0,0,"Player of the Week Award Announcement, Week no. 39",0,0
145,"2040-10-1",101,0,0,"Batter of the Month Award Announcement",0,0
145,"2040-10-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
145,"2040-10-1",103,0,0,"Rookie of the Month Award Announcement",0,0
151,"2040-5-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
145,"2041-1-1",27,0,0,"International FA Signing Begins",0,0
145,"2040-8-30",9,0,0,"Roster Expansion",0,0
145,"2040-7-7",2,0,0,"First-Year Player Draft",0,1
145,"2040-2-8",3,0,0,"Draft Pool Announcement",0,0
145,"2040-7-31",5,0,0,"Trading Deadline",0,0
161,"2039-10-3",22,0,0,"Most Valuable Player Award announced",0,0
172,"2040-5-7",104,0,0,"Player of the Week Award Announcement, Week no. 19",0,0
148,"2040-5-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
145,"2040-9-30",13,0,0,"Regular Season Ends",0,0
152,"2040-5-7",104,0,0,"Player of the Week Award Announcement, Week no. 19",0,0
152,"2040-5-14",104,0,0,"Player of the Week Award Announcement, Week no. 20",0,0
152,"2040-5-21",104,0,0,"Player of the Week Award Announcement, Week no. 21",0,0
156,"2040-5-7",104,0,0,"Player of the Week Award Announcement, Week no. 19",0,0
156,"2040-5-14",104,0,0,"Player of the Week Award Announcement, Week no. 20",0,0
152,"2040-5-28",104,0,0,"Player of the Week Award Announcement, Week no. 22",0,0
152,"2040-6-1",101,0,0,"Batter of the Month Award Announcement",0,0
152,"2040-6-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
172,"2040-5-14",104,0,0,"Player of the Week Award Announcement, Week no. 20",0,0
152,"2040-6-4",104,0,0,"Player of the Week Award Announcement, Week no. 23",0,0
152,"2040-6-11",104,0,0,"Player of the Week Award Announcement, Week no. 24",0,0
148,"2040-5-7",104,0,0,"Player of the Week Award Announcement, Week no. 19",0,0
148,"2040-5-14",104,0,0,"Player of the Week Award Announcement, Week no. 20",0,0
148,"2040-5-21",104,0,0,"Player of the Week Award Announcement, Week no. 21",0,0
148,"2040-5-28",104,0,0,"Player of the Week Award Announcement, Week no. 22",0,0
148,"2040-6-1",101,0,0,"Batter of the Month Award Announcement",0,0
148,"2040-6-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
148,"2040-6-4",104,0,0,"Player of the Week Award Announcement, Week no. 23",0,0
148,"2040-6-11",104,0,0,"Player of the Week Award Announcement, Week no. 24",0,0
148,"2040-6-18",104,0,0,"Player of the Week Award Announcement, Week no. 25",0,0
148,"2040-6-25",104,0,0,"Player of the Week Award Announcement, Week no. 26",0,0
148,"2040-7-1",101,0,0,"Batter of the Month Award Announcement",0,0
148,"2040-7-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
148,"2040-7-2",104,0,0,"Player of the Week Award Announcement, Week no. 27",0,0
148,"2040-7-9",104,0,0,"Player of the Week Award Announcement, Week no. 28",0,0
148,"2040-7-16",104,0,0,"Player of the Week Award Announcement, Week no. 29",0,0
148,"2040-7-23",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
148,"2040-7-30",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
148,"2040-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
148,"2040-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
146,"2040-5-7",104,0,0,"Player of the Week Award Announcement, Week no. 19",0,0
146,"2040-5-14",104,0,0,"Player of the Week Award Announcement, Week no. 20",0,0
146,"2040-5-21",104,0,0,"Player of the Week Award Announcement, Week no. 21",0,0
151,"2040-5-7",104,0,0,"Player of the Week Award Announcement, Week no. 19",0,0
151,"2040-5-14",104,0,0,"Player of the Week Award Announcement, Week no. 20",0,0
151,"2040-5-21",104,0,0,"Player of the Week Award Announcement, Week no. 21",0,0
151,"2040-5-28",104,0,0,"Player of the Week Award Announcement, Week no. 22",0,0
151,"2040-6-1",101,0,0,"Batter of the Month Award Announcement",0,0
151,"2040-6-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
151,"2040-6-4",104,0,0,"Player of the Week Award Announcement, Week no. 23",0,0
151,"2040-6-11",104,0,0,"Player of the Week Award Announcement, Week no. 24",0,0
151,"2040-6-18",104,0,0,"Player of the Week Award Announcement, Week no. 25",0,0
151,"2040-6-25",104,0,0,"Player of the Week Award Announcement, Week no. 26",0,0
151,"2040-7-1",101,0,0,"Batter of the Month Award Announcement",0,0
151,"2040-7-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
151,"2040-7-2",104,0,0,"Player of the Week Award Announcement, Week no. 27",0,0
151,"2040-7-9",104,0,0,"Player of the Week Award Announcement, Week no. 28",0,0
151,"2040-7-16",104,0,0,"Player of the Week Award Announcement, Week no. 29",0,0
151,"2040-7-23",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
151,"2040-7-30",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
151,"2040-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
151,"2040-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
151,"2040-8-6",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
151,"2040-8-13",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
151,"2040-8-20",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
151,"2040-8-27",104,0,0,"Player of the Week Award Announcement, Week no. 35",0,0
151,"2040-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
151,"2040-9-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
151,"2040-9-2",13,0,0,"Regular Season Ends",0,0
151,"2039-10-5",22,0,0,"Most Valuable Player Award announced",0,0
151,"2040-3-6",10,0,0,"Preseason begins",0,0
151,"2040-5-12",29,0,0,"2040 All-Star Voting Begins",0,0
147,"2040-5-7",104,0,0,"Player of the Week Award Announcement, Week no. 19",0,0
152,"2040-6-18",104,0,0,"Player of the Week Award Announcement, Week no. 25",0,0
152,"2040-6-25",104,0,0,"Player of the Week Award Announcement, Week no. 26",0,0
152,"2040-7-1",101,0,0,"Batter of the Month Award Announcement",0,0
152,"2040-7-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
152,"2040-7-2",104,0,0,"Player of the Week Award Announcement, Week no. 27",0,0
152,"2040-7-9",104,0,0,"Player of the Week Award Announcement, Week no. 28",0,0
152,"2040-7-16",104,0,0,"Player of the Week Award Announcement, Week no. 29",0,0
152,"2040-7-23",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
152,"2040-7-30",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
152,"2040-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
152,"2040-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
152,"2040-8-6",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
152,"2040-8-13",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
152,"2040-8-20",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
152,"2040-8-27",104,0,0,"Player of the Week Award Announcement, Week no. 35",0,0
152,"2040-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
152,"2040-9-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
152,"2040-9-3",104,0,0,"Player of the Week Award Announcement, Week no. 36",0,0
152,"2039-10-13",22,0,0,"Most Valuable Player Award announced",0,0
152,"2040-3-13",10,0,0,"Preseason begins",0,0
152,"2040-9-10",104,0,0,"Player of the Week Award Announcement, Week no. 37",0,0
148,"2040-8-6",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
150,"2040-5-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
150,"2039-9-30",22,0,0,"Most Valuable Player Award announced",0,0
150,"2040-3-6",10,0,0,"Preseason begins",0,0
150,"2040-5-7",104,0,0,"Player of the Week Award Announcement, Week no. 19",0,0
155,"2039-10-7",22,0,0,"Most Valuable Player Award announced",0,0
100,"2040-3-12",104,0,0,"Player of the Week Award Announcement, Week no. 11",0,0
150,"2040-5-14",104,0,0,"Player of the Week Award Announcement, Week no. 20",0,0
148,"2040-8-13",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
148,"2040-8-20",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
154,"2040-5-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
148,"2040-8-27",104,0,0,"Player of the Week Award Announcement, Week no. 35",0,0
146,"2040-5-28",104,0,0,"Player of the Week Award Announcement, Week no. 22",0,0
146,"2040-6-1",101,0,0,"Batter of the Month Award Announcement",0,0
146,"2040-6-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
146,"2040-6-4",104,0,0,"Player of the Week Award Announcement, Week no. 23",0,0
146,"2040-6-11",104,0,0,"Player of the Week Award Announcement, Week no. 24",0,0
146,"2040-6-18",104,0,0,"Player of the Week Award Announcement, Week no. 25",0,0
146,"2040-6-25",104,0,0,"Player of the Week Award Announcement, Week no. 26",0,0
146,"2040-7-1",101,0,0,"Batter of the Month Award Announcement",0,0
146,"2040-7-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
146,"2040-7-2",104,0,0,"Player of the Week Award Announcement, Week no. 27",0,0
146,"2040-7-9",104,0,0,"Player of the Week Award Announcement, Week no. 28",0,0
146,"2040-7-16",104,0,0,"Player of the Week Award Announcement, Week no. 29",0,0
146,"2040-7-23",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
146,"2040-7-30",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
146,"2040-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
146,"2040-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
146,"2040-8-6",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
146,"2040-8-13",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
146,"2040-8-20",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
146,"2040-8-27",104,0,0,"Player of the Week Award Announcement, Week no. 35",0,0
146,"2040-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
146,"2040-9-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
146,"2040-9-3",104,0,0,"Player of the Week Award Announcement, Week no. 36",0,0
100,"2040-3-19",104,0,0,"Player of the Week Award Announcement, Week no. 12",0,0
156,"2039-10-15",22,0,0,"Most Valuable Player Award announced",0,0
153,"2039-10-6",22,0,0,"Most Valuable Player Award announced",0,0
153,"2040-5-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
148,"2040-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
147,"2040-5-14",104,0,0,"Player of the Week Award Announcement, Week no. 20",0,0
147,"2040-5-21",104,0,0,"Player of the Week Award Announcement, Week no. 21",0,0
147,"2040-5-28",104,0,0,"Player of the Week Award Announcement, Week no. 22",0,0
