team_id,year,league_id,sub_league_id,division_id,name,abbr,nickname,best_hitter_id,best_pitcher_id,best_rookie_id,manager_id,made_playoffs,won_playoffs,fired,position_in_division
31,2039,145,1,1,"Carolina","CAR","Swamp Foxes",22102,40439,30054,28,0,0,0,3
32,1876,145,0,0,"Boston","BSN","Red Caps",0,0,0,0,0,0,0,0
32,1877,145,0,0,"Boston","BSN","Red Caps",0,0,0,0,0,0,0,0
32,1878,145,0,0,"Boston","BSN","Red Caps",0,0,0,0,0,0,0,0
32,1879,145,0,0,"Boston","BSN","Red Caps",0,0,0,0,0,0,0,0
32,1880,145,0,0,"Boston","BSN","Red Caps",0,0,0,0,0,0,0,0
32,1881,145,0,0,"Boston","BSN","Red Caps",0,0,0,0,0,0,0,0
32,1882,145,0,0,"Boston","BSN","Red Caps",0,0,0,0,0,0,0,0
32,1883,145,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1884,145,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1885,145,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1886,145,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1887,145,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1888,145,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1889,145,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1890,145,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1891,145,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1892,145,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1893,145,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1894,145,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1895,145,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1896,145,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1897,145,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1898,145,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1899,145,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1900,145,0,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1901,145,1,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1902,145,1,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1903,145,1,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1904,145,1,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1905,145,1,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1906,145,1,0,"Boston","BSN","Beaneaters",0,0,0,0,0,0,0,0
32,1907,145,1,0,"Boston","BSN","Doves",0,0,0,0,0,0,0,0
32,1908,145,1,0,"Boston","BSN","Doves",0,0,0,0,0,0,0,0
32,1909,145,1,0,"Boston","BSN","Doves",0,0,0,0,0,0,0,0
32,1910,145,1,0,"Boston","BSN","Doves",0,0,0,0,0,0,0,0
32,1911,145,1,0,"Boston","BSN","Rustlers",0,0,0,0,0,0,0,0
32,1912,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1913,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1914,145,1,0,"Boston","BSN","Braves",0,0,0,0,1,1,0,0
32,1915,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1916,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1917,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1918,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1919,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1920,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1921,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1922,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1923,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1924,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1925,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1926,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1927,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1928,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1929,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1930,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1931,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1932,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1933,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1934,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1935,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1936,145,1,0,"Boston","BSN","Bees",0,0,0,0,0,0,0,0
32,1937,145,1,0,"Boston","BSN","Bees",0,0,0,0,0,0,0,0
32,1938,145,1,0,"Boston","BSN","Bees",0,0,0,0,0,0,0,0
32,1939,145,1,0,"Boston","BSN","Bees",0,0,0,0,0,0,0,0
32,1940,145,1,0,"Boston","BSN","Bees",0,0,0,0,0,0,0,0
32,1941,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1942,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1943,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1944,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1945,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1946,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1947,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1948,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1949,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1950,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1951,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1952,145,1,0,"Boston","BSN","Braves",0,0,0,0,0,0,0,0
32,1953,145,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1954,145,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1955,145,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1956,145,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1957,145,1,0,"Milwaukee","ML1","Braves",0,0,0,0,1,1,0,0
32,1958,145,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1959,145,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1960,145,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1961,145,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1962,145,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1963,145,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1964,145,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1965,145,1,0,"Milwaukee","ML1","Braves",0,0,0,0,0,0,0,0
32,1966,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1967,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1968,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1969,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,1970,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1971,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1972,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1973,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1974,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1975,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1976,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1977,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1978,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1979,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1980,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1981,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1982,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,1983,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1984,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1985,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1986,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1987,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1988,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1989,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1990,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1991,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,1992,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,1993,145,1,1,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,1994,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,1995,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,1,0,0
32,1996,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,1997,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,1998,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,1999,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,2000,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,2001,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,2002,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,2003,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,2004,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,2005,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,2006,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,2007,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,2008,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,2009,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,2010,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,2011,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,2012,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,2013,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,1,0,0,0
32,2014,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,2015,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,2016,145,1,0,"Atlanta","ATL","Braves",0,0,0,0,0,0,0,0
32,2017,145,1,0,"Atlanta","ATL","Braves",25691,28430,21527,3,0,0,0,4
32,2018,145,1,0,"Atlanta","ATL","Braves",21527,32393,21835,39,0,0,0,4
32,2019,145,1,0,"Atlanta","ATL","Braves",40946,19109,40946,39,0,0,0,3
32,2020,145,1,0,"Atlanta","ATL","Braves",32987,36358,38249,39,0,0,0,2
32,2021,145,1,0,"Atlanta","ATL","Braves",34247,38,20277,39,1,0,0,2
32,2022,145,1,0,"Atlanta","ATL","Braves",34632,33860,33860,39,0,0,0,5
32,2023,145,1,0,"Atlanta","ATL","Braves",39630,21533,39005,39,0,0,0,5
32,2024,145,1,0,"Atlanta","ATL","Braves",40993,19036,20026,39,1,0,0,2
32,2025,145,1,0,"Atlanta","ATL","Braves",31164,27957,41974,60,0,0,0,4
32,2026,145,1,0,"Atlanta","ATL","Braves",39630,41137,40647,60,0,0,0,3
32,2027,145,1,0,"Atlanta","ATL","Braves",35146,34242,41463,60,0,0,0,4
32,2028,145,1,0,"Atlanta","ATL","Braves",35033,41463,39525,60,0,0,0,5
32,2029,145,1,0,"Atlanta","ATL","Braves",40647,23604,23503,60,0,0,0,5
32,2030,145,1,0,"Atlanta","ATL","Braves",21658,21022,21784,60,0,0,0,5
32,2031,145,1,0,"Atlanta","ATL","Braves",21658,40480,38922,60,0,0,0,4
32,2032,145,1,0,"Atlanta","ATL","Braves",42069,31879,38186,60,0,0,0,3
32,2033,145,1,0,"Atlanta","ATL","Braves",20837,31879,41542,60,0,0,0,5
32,2034,145,1,0,"Atlanta","ATL","Braves",39840,31879,43513,60,1,0,0,2
32,2035,145,1,0,"Atlanta","ATL","Braves",39840,25861,40089,60,0,0,0,3
32,2036,145,1,0,"Atlanta","ATL","Braves",39840,25861,39481,60,0,0,0,3
32,2037,145,1,0,"Atlanta","ATL","Braves",39840,25861,28594,60,1,0,0,2
32,2038,145,1,0,"Atlanta","ATL","Braves",39840,25861,44113,60,0,0,0,3
32,2039,145,1,0,"Atlanta","ATL","Braves",39840,44250,1286,60,1,0,0,1
33,1901,145,0,0,"Milwaukee","MLA","Brewers",0,0,0,0,0,0,0,0
33,1902,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1903,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1904,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1905,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1906,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1907,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1908,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1909,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1910,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1911,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1912,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1913,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1914,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1915,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1916,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1917,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1918,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1919,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1920,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1921,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1922,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1923,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1924,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1925,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1926,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1927,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1928,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1929,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1930,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1931,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1932,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1933,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1934,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1935,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1936,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1937,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1938,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1939,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1940,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1941,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1942,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1943,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1944,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1945,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1946,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1947,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1948,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1949,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1950,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1951,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1952,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1953,145,0,0,"St. Louis","SLA","Browns",0,0,0,0,0,0,0,0
33,1954,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1955,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1956,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1957,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1958,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1959,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1960,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1961,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1962,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1963,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1964,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1965,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1966,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,1,1,0,0
33,1967,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1968,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1969,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,1,0,0,0
33,1970,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,1,1,0,0
33,1971,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,1,0,0,0
33,1972,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1973,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,1,0,0,0
33,1974,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,1,0,0,0
33,1975,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1976,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1977,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1978,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1979,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,1,0,0,0
33,1980,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1981,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1982,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1983,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,1,1,0,0
33,1984,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1985,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1986,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1987,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1988,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1989,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1990,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1991,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1992,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1993,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1994,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1995,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1996,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,1,0,0,0
33,1997,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,1,0,0,0
33,1998,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,1999,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,2000,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,2001,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,2002,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,2003,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,2004,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,2005,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,2006,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,2007,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,2008,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,2009,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,2010,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,2011,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,2012,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,1,0,0,0
33,2013,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,2014,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,1,0,0,0
33,2015,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,0,0,0,0
33,2016,145,0,0,"Baltimore","BAL","Orioles",0,0,0,0,1,0,0,0
