league_id,name,abbr,nation_id,language_id,gender,historical_league,logo_file_name,players_path,start_date,preferred_start_date,pitcher_award_name,mvp_award_name,rookie_award_name,defense_award_name,fictional_players,start_fantasy_draft,trading_deadline,winter_meetings,arbitration_offering,show_draft_pool,rosters_expanded,draft_date,rule_5_draft_date,roster_expand_date,trade_deadline_date,allstar_date,days_until_deadline,next_draft_type,parent_league_id,league_state,season_year,historical_year,league_level,stats_detail,historical_import_path,foreigner_percentage,was_ootp6,was_65,allstar_game,auto_schedule_allstar,allstar_team_id0,allstar_team_id1,schedule_file_1,schedule_file_2,rules_rule_5,rules_minor_league_options,rules_trading,rules_draft_pick_trading,rules_financials,rules_amateur_draft,rules_fa_compensation,rules_schedule_balanced,rules_schedule_inter_league,rules_schedule_force_start_day,rules_trades_other_leagues,rules_free_agents_from_other_leagues,rules_free_agents_leave_other_leagues,rules_allstar_game,rules_spring_training,rules_active_roster_limit,rules_secondary_roster_limit,rules_expanded_roster_limit,rules_min_service_days,rules_waiver_period_length,rules_dfa_period_length,rules_fa_minimum_years,rules_salary_arbitration_minimum_years,rules_minor_league_fa_minimum_years,rules_foreigner_limit,rules_foreigner_pitcher_limit,rules_foreigner_hitter_limit,rules_schedule_games_per_team,rules_schedule_typical_series,rules_schedule_preferred_start_day,rules_amateur_draft_rounds,rules_minimum_salary,rules_salary_cap,rules_player_salary0,rules_player_salary1,rules_player_salary2,rules_player_salary3,rules_player_salary4,rules_player_salary5,rules_player_salary6,rules_player_salary7,rules_average_coach_salary,rules_average_attendance,rules_average_national_media_contract,rules_cash_maximum,rules_average_ticket_price,rules_revenue_sharing,rules_national_media_contract_fixed,rules_owner_decides_budget,rules_schedule_auto_adjust_dates,rules_historical_import_rookies,avg_rating_contact,avg_rating_gap,avg_rating_power,avg_rating_eye,avg_rating_strikeouts,avg_rating_stuff,avg_rating_movement,avg_rating_control,avg_rating_fielding0,avg_rating_fielding1,avg_rating_fielding2,avg_rating_fielding3,avg_rating_fielding4,avg_rating_fielding5,avg_rating_fielding6,avg_rating_fielding7,avg_rating_fielding8,avg_rating_fielding9,avg_rating_overall,avg_rating_age,league_totals_ab,league_totals_h,league_totals_d,league_totals_t,league_totals_hr,league_totals_bb,league_totals_hp,league_totals_k,league_totals_pa,league_totals_babip,league_totals_mod_h,league_totals_mod_d,league_totals_mod_t,league_totals_mod_hr,league_totals_mod_bb,league_totals_mod_hp,league_totals_mod_k,league_totals_mod_babip,ml_equivalencies_avg,ml_equivalencies_hr,ml_equivalencies_eb,ml_equivalencies_bb,ml_equivalencies_k,ml_equivalencies_hp,player_creation_modifier_contact,player_creation_modifier_gap,player_creation_modifier_power,player_creation_modifier_eye,player_creation_modifier_strikeouts,player_creation_modifier_stuff,player_creation_modifier_movement,player_creation_modifier_control,player_creation_modifier_speed,player_creation_modifier_fielding,financial_coefficient,world_start_year,current_date,background_color_id,text_color_id,scouting_coach_id
155,"South Atlantic League","SAL",206,0,0,0,"south_atlantic_league.png","","2040-4-5","2040-4-5","Outstanding Pitcher Award","Most Valuable Player Award","Newcomer of the Year Award","Glove Wizard Award",0,0,0,0,0,0,0,"2040-6-15","2017-12-1","2040-9-1","2040-7-31","2040-6-12",-1,0,145,2,2040,2040,4,1,"",10,0,0,1,1,359,360,"south_atlantic_league_a_c_2018.lsdl","",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,172,0,0,0,0,0,0,0,0,140,3,5,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0.0000,0,0,0,1,0,81,115,66,91,82,119,90,80,0,71,100,106,149,125,135,96,113,104,91,24.5936,165561,42276,8254,873,5400,15088,1651,38982,182300,0.3031,1.0688,0.9660,1.0346,1.2338,0.6496,1.2513,1.2687,1.0000,0.7500,0.7000,0.7500,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,2017,"2040-5-28","#B98F63","#FFFFFF",-2
156,"New York-Penn League","NYP",206,0,0,0,"new_york-penn_league.png","","2040-4-13","2040-4-10","Outstanding Pitcher Award","Most Valuable Player Award","Newcomer of the Year Award","Glove Wizard Award",0,0,0,0,0,0,0,"2040-6-15","2017-12-1","2040-9-1","2040-7-31","2024-8-20",-1,0,145,2,2040,2040,5,1,"",10,0,0,0,1,0,0,"new_york-penn_league_s_a_c_2018.lsdl","",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,140,3,6,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,0.0000,0,0,0,1,0,76,115,61,84,70,106,79,69,0,76,113,104,98,116,122,89,110,92,84,23.1684,165561,42276,8254,873,5400,15088,1651,38982,182300,0.3031,1.0164,0.8353,0.8649,1.8067,0.6326,0.8972,1.3228,1.0000,0.7000,0.6000,0.7000,0.6000,0.7000,0.7000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,2017,"2040-5-28","#002A5C","#FFFFFF",-2
157,"Northwest League","NWL",206,0,0,0,"northwest_league.png","","2040-4-5","2040-4-4","Outstanding Pitcher Award","Most Valuable Player Award","Newcomer of the Year Award","Glove Wizard Award",0,0,0,0,0,0,0,"2040-6-15","2017-12-1","2040-9-1","2040-7-31","2040-6-26",-1,0,145,2,2040,2040,5,1,"",10,0,0,1,1,409,410,"ILN_BGY_G140_T8_C_h2006.lsdl","",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,172,0,0,0,0,0,0,0,0,140,3,5,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,0.0000,0,0,0,1,0,78,109,58,79,79,114,85,86,0,70,101,82,134,117,128,117,127,91,87,23.7552,165561,42276,8254,873,5400,15088,1651,38982,182300,0.3031,1.1312,0.9157,1.1388,1.3268,0.7609,1.3840,1.1998,1.0000,0.7000,0.6000,0.7000,0.6000,0.7000,0.7000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,2017,"2040-5-28","#0462A8","#FFFFFF",-2
158,"Appalachian League","APP",206,0,0,0,"appalachian_league.png","","2040-4-5","2040-4-4","Outstanding Pitcher Award","Most Valuable Player Award","Newcomer of the Year Award","Glove Wizard Award",0,0,0,0,0,0,0,"2040-6-15","2017-12-1","2040-9-1","2040-7-31",NULL,-1,0,145,2,2040,2040,6,1,"",10,0,0,0,1,0,0,"ILN_BGN_G140_SL1D1T5D2T5_C_hs2005.lsdl","",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,140,3,5,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0.0000,0,0,0,1,0,70,114,57,78,62,94,63,48,0,80,72,97,99,113,114,100,93,81,74,22.8311,165561,42276,8254,873,5400,15088,1651,38982,182300,0.3031,0.9183,0.9246,1.2881,1.3006,0.6814,1.3071,1.6083,1.0000,0.6100,0.5000,0.6100,0.5000,0.6100,0.6000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,2017,"2040-5-28","#006F51","#FFFFFF",-2
159,"Arizona Rookie League","AZL",206,0,0,0,"arizona_rookie_league.png","","2040-4-16","2040-4-10","Outstanding Pitcher Award","Most Valuable Player Award","Newcomer of the Year Award","Glove Wizard Award",0,0,0,0,0,0,0,"2040-6-15","2017-12-1","2040-9-1","2040-7-31",NULL,-1,0,145,2,2040,2040,6,1,"",10,0,0,0,1,0,0,"arizona_league_r_c_2016.lsdl","",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,140,3,2,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0.0000,0,0,0,1,0,71,112,57,71,60,95,61,51,0,68,74,79,89,76,104,49,70,74,74,22.2359,165561,42276,8254,873,5400,15088,1651,38982,182300,0.3031,0.9204,0.9339,0.9143,1.9232,0.6058,0.9409,1.3772,1.0000,0.6000,0.5000,0.6000,0.5000,0.6000,0.6000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,2017,"2040-5-28","#E27B00","#FFFFFF",-2
160,"Gulf Coast Rookie League","GCL",206,0,0,0,"gulf_coast_rookie_league.png","","2040-4-13","2040-4-10","Outstanding Pitcher Award","Most Valuable Player Award","Newcomer of the Year Award","Glove Wizard Award",0,0,0,0,0,0,0,"2040-6-15","2017-12-1","2040-9-1","2040-7-31",NULL,-1,0,145,2,2040,2040,6,1,"",10,0,0,0,1,0,0,"gulf_coast_league_r_c_2016.lsdl","",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,140,3,6,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0.0000,0,0,0,1,0,73,113,59,79,67,93,70,53,0,75,92,94,97,102,130,88,92,81,77,23.1287,165561,42276,8254,873,5400,15088,1651,38982,182300,0.3031,0.8729,0.9298,1.0949,2.7766,0.6488,0.9526,1.5020,1.0000,0.6000,0.5000,0.6000,0.5000,0.6000,0.6000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,2017,"2040-5-28","#002B5E","#FFFFFF",-2
161,"Pioneer League","PIO",206,0,0,0,"pioneer_league.png","","2040-4-5","2040-4-4","Outstanding Pitcher Award","Most Valuable Player Award","Newcomer of the Year Award","Glove Wizard Award",0,0,0,0,0,0,0,"2040-6-15","2017-12-1","2040-9-1","2040-7-31","2040-6-19",-1,0,145,2,2040,2040,6,1,"",10,0,0,1,1,787,788,"ILN_BGN_G140_SL1D1T4D2T4_C_h2006.lsdl","",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,172,0,0,0,0,0,0,0,0,140,3,5,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0.0000,0,0,0,1,0,75,115,64,82,69,104,76,54,0,62,78,86,93,109,118,75,89,96,81,23.5342,165561,42276,8254,873,5400,15088,1651,38982,182300,0.3031,0.9427,1.0118,1.5543,1.2691,0.5396,1.1980,1.2822,1.0000,0.6100,0.5000,0.6100,0.5000,0.6100,0.6000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,2017,"2040-5-28","#003768","#FFFFFF",-2
172,"Dominican Rookie League","DSL",56,0,0,0,"dominican_rookie_league.png","","2040-4-14","2040-4-10","Outstanding Pitcher Award","Most Valuable Player Award","Newcomer of the Year Award","Glove Wizard Award",0,1,0,0,0,1,0,"2040-6-5","2017-12-1","2040-9-1","2040-7-31","2017-7-25",-1,0,145,2,2040,2040,6,1,"",40,0,0,0,1,614,615,"dominican_rookie_league_r_c_2016.lsdl","",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,140,3,7,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0.0000,0,0,0,1,0,70,109,47,70,62,94,65,50,0,72,90,84,103,94,132,75,89,78,72,22.5544,165561,42276,8254,873,5400,15088,1651,38982,182300,0.3031,1.0182,0.8492,0.8076,2.6535,0.7333,0.9402,1.1954,1.0000,0.5500,0.4750,0.5500,0.4750,0.5500,0.6000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,2017,"2040-5-28","#17FFFF","#1A547E",-2
100,"MLB High School 1","MHS1",206,0,0,0,"mlb_high_school_1.png","","2041-3-1","2041-3-1","Pitcher of the Year Award","Most Valuable Player Award","Rookie of the Year Award","Great Glove Award",0,0,0,0,0,0,0,"2040-6-5","2039-12-1","2040-9-1","2040-7-31","2040-3-20",-1,0,145,4,2040,2040,11,1,"",40,0,0,1,1,915,916,"","",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,172,0,0,0,0,0,0,0,0,40,2,2,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0.0000,0,0,0,1,0,23,69,43,50,28,47,45,15,0,66,4,24,25,24,26,24,22,26,41,16.4291,165000,39000,6800,400,5500,17500,1500,34000,184000,0.2960,0.7554,1.1985,1.4837,0.3359,0.4546,0.6878,1.0996,1.0000,0.5000,0.4000,0.5000,0.4000,0.5000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,2017,"2040-5-28","#0A214C","#F0F0F0",-2
101,"MLB High School 2","MHS2",206,0,0,0,"mlb_high_school_2.png","","2041-3-1","2041-3-1","Pitcher of the Year Award","Most Valuable Player Award","Rookie of the Year Award","Great Glove Award",0,0,0,0,0,0,0,"2040-6-5","2039-12-1","2040-9-1","2040-7-31","2040-3-20",-1,0,145,4,2040,2040,11,1,"",40,0,0,1,1,917,918,"","",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,172,0,0,0,0,0,0,0,0,40,2,2,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0.0000,0,0,0,1,0,23,70,43,49,30,48,44,15,0,66,4,25,20,24,31,23,20,20,41,16.3465,165000,39000,6800,400,5500,17500,1500,34000,184000,0.2960,0.7522,1.1229,1.3643,0.3648,0.4606,0.7291,1.1405,1.0000,0.5000,0.4000,0.5000,0.4000,0.5000,0.5000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,2017,"2040-5-28","#0A214C","#F0F0F0",-2
