team_id,head_scout,manager,general_manager,pitching_coach,hitting_coach,bench_coach,owner,doctor,first_base_coach,third_base_coach
298,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0
300,0,0,0,0,0,0,0,0,0,0
301,0,0,0,0,0,0,0,0,0,0
302,0,0,0,0,0,0,0,0,0,0
303,0,0,0,0,0,0,0,0,0,0
304,0,0,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0
312,0,0,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0,0,0
326,0,0,0,0,0,0,0,0,0,0
327,0,0,0,0,0,0,0,0,0,0
328,0,0,0,0,0,0,0,0,0,0
329,0,0,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0,0,0
331,0,0,0,0,0,0,0,0,0,0
332,0,0,0,0,0,0,0,0,0,0
333,0,0,0,0,0,0,0,0,0,0
334,0,0,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0,0,0,0
336,0,0,0,0,0,0,0,0,0,0
337,0,0,0,0,0,0,0,0,0,0
338,0,0,0,0,0,0,0,0,0,0
339,0,0,0,0,0,0,0,0,0,0
340,0,0,0,0,0,0,0,0,0,0
343,0,0,0,0,0,0,0,0,0,0
344,0,0,0,0,0,0,0,0,0,0
345,0,0,0,0,0,0,0,0,0,0
346,0,0,0,0,0,0,0,0,0,0
347,0,0,0,0,0,0,0,0,0,0
348,0,0,0,0,0,0,0,0,0,0
349,0,0,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,0,0,0
351,0,0,0,0,0,0,0,0,0,0
352,0,0,0,0,0,0,0,0,0,0
353,0,0,0,0,0,0,0,0,0,0
354,0,0,0,0,0,0,0,0,0,0
355,0,0,0,0,0,0,0,0,0,0
356,0,0,0,0,0,0,0,0,0,0
357,0,0,0,0,0,0,0,0,0,0
358,0,0,0,0,0,0,0,0,0,0
359,0,0,0,0,0,0,0,0,0,0
360,0,0,0,0,0,0,0,0,0,0
361,0,0,0,0,0,0,0,0,0,0
403,0,0,0,0,0,0,0,0,0,0
404,0,0,0,0,0,0,0,0,0,0
405,0,0,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0,0,0
408,0,0,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0
410,0,0,0,0,0,0,0,0,0,0
584,0,0,0,0,0,0,0,0,0,0
585,0,0,0,0,0,0,0,0,0,0
586,0,0,0,0,0,0,0,0,0,0
587,0,0,0,0,0,0,0,0,0,0
588,0,0,0,0,0,0,0,0,0,0
589,0,0,0,0,0,0,0,0,0,0
590,0,0,0,0,0,0,0,0,0,0
591,0,0,0,0,0,0,0,0,0,0
592,0,0,0,0,0,0,0,0,0,0
593,0,0,0,0,0,0,0,0,0,0
594,0,0,0,0,0,0,0,0,0,0
595,0,0,0,0,0,0,0,0,0,0
596,0,0,0,0,0,0,0,0,0,0
597,0,0,0,0,0,0,0,0,0,0
598,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0,0
601,0,0,0,0,0,0,0,0,0,0
602,0,0,0,0,0,0,0,0,0,0
603,0,0,0,0,0,0,0,0,0,0
604,0,0,0,0,0,0,0,0,0,0
605,0,0,0,0,0,0,0,0,0,0
606,0,0,0,0,0,0,0,0,0,0
607,0,0,0,0,0,0,0,0,0,0
608,0,0,0,0,0,0,0,0,0,0
609,0,0,0,0,0,0,0,0,0,0
611,0,0,0,0,0,0,0,0,0,0
613,0,0,0,0,0,0,0,0,0,0
614,0,0,0,0,0,0,0,0,0,0
615,0,0,0,0,0,0,0,0,0,0
616,0,0,0,0,0,0,0,0,0,0
617,0,0,0,0,0,0,0,0,0,0
618,0,0,0,0,0,0,0,0,0,0
619,0,0,0,0,0,0,0,0,0,0
620,0,0,0,0,0,0,0,0,0,0
649,0,0,0,0,0,0,0,0,0,0
651,0,0,0,0,0,0,0,0,0,0
736,0,0,0,0,0,0,0,0,0,0
742,0,0,0,0,0,0,0,0,0,0
745,0,0,0,0,0,0,0,0,0,0
751,0,0,0,0,0,0,0,0,0,0
753,0,0,0,0,0,0,0,0,0,0
754,0,0,0,0,0,0,0,0,0,0
755,0,0,0,0,0,0,0,0,0,0
756,0,0,0,0,0,0,0,0,0,0
757,0,0,0,0,0,0,0,0,0,0
758,0,0,0,0,0,0,0,0,0,0
785,0,0,0,0,0,0,0,0,0,0
787,0,0,0,0,0,0,0,0,0,0
788,0,0,0,0,0,0,0,0,0,0
789,0,0,0,0,0,0,0,0,0,0
790,0,0,0,0,0,0,0,0,0,0
791,0,0,0,0,0,0,0,0,0,0
792,0,0,0,0,0,0,0,0,0,0
793,0,0,0,0,0,0,0,0,0,0
794,0,0,0,0,0,0,0,0,0,0
795,0,0,0,0,0,0,0,0,0,0
796,0,0,0,0,0,0,0,0,0,0
797,0,0,0,0,0,0,0,0,0,0
798,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0,0,0,0
801,0,0,0,0,0,0,0,0,0,0
802,0,0,0,0,0,0,0,0,0,0
803,0,0,0,0,0,0,0,0,0,0
804,0,0,0,0,0,0,0,0,0,0
805,0,0,0,0,0,0,0,0,0,0
806,0,0,0,0,0,0,0,0,0,0
807,0,0,0,0,0,0,0,0,0,0
808,0,0,0,0,0,0,0,0,0,0
809,0,0,0,0,0,0,0,0,0,0
810,0,0,0,0,0,0,0,0,0,0
811,0,0,0,0,0,0,0,0,0,0
812,0,0,0,0,0,0,0,0,0,0
813,0,0,0,0,0,0,0,0,0,0
814,0,0,0,0,0,0,0,0,0,0
815,0,0,0,0,0,0,0,0,0,0
816,0,0,0,0,0,0,0,0,0,0
817,0,0,0,0,0,0,0,0,0,0
818,0,0,0,0,0,0,0,0,0,0
819,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,0,0,0,0,0
821,0,0,0,0,0,0,0,0,0,0
822,0,0,0,0,0,0,0,0,0,0
823,0,0,0,0,0,0,0,0,0,0
824,0,0,0,0,0,0,0,0,0,0
825,0,0,0,0,0,0,0,0,0,0
826,0,0,0,0,0,0,0,0,0,0
827,0,0,0,0,0,0,0,0,0,0
828,0,0,0,0,0,0,0,0,0,0
829,0,0,0,0,0,0,0,0,0,0
830,0,0,0,0,0,0,0,0,0,0
831,0,0,0,0,0,0,0,0,0,0
832,0,0,0,0,0,0,0,0,0,0
833,0,0,0,0,0,0,0,0,0,0
834,0,0,0,0,0,0,0,0,0,0
835,0,0,0,0,0,0,0,0,0,0
836,0,0,0,0,0,0,0,0,0,0
837,0,0,0,0,0,0,0,0,0,0
838,0,0,0,0,0,0,0,0,0,0
839,0,0,0,0,0,0,0,0,0,0
840,0,0,0,0,0,0,0,0,0,0
841,0,0,0,0,0,0,0,0,0,0
842,0,0,0,0,0,0,0,0,0,0
843,0,0,0,0,0,0,0,0,0,0
844,0,0,0,0,0,0,0,0,0,0
845,0,0,0,0,0,0,0,0,0,0
846,0,0,0,0,0,0,0,0,0,0
847,0,0,0,0,0,0,0,0,0,0
848,0,0,0,0,0,0,0,0,0,0
849,0,0,0,0,0,0,0,0,0,0
850,0,0,0,0,0,0,0,0,0,0
851,0,0,0,0,0,0,0,0,0,0
852,0,0,0,0,0,0,0,0,0,0
853,0,0,0,0,0,0,0,0,0,0
854,0,0,0,0,0,0,0,0,0,0
855,0,0,0,0,0,0,0,0,0,0
856,0,0,0,0,0,0,0,0,0,0
857,0,0,0,0,0,0,0,0,0,0
858,0,0,0,0,0,0,0,0,0,0
859,0,0,0,0,0,0,0,0,0,0
860,0,0,0,0,0,0,0,0,0,0
861,0,0,0,0,0,0,0,0,0,0
862,0,0,0,0,0,0,0,0,0,0
863,0,0,0,0,0,0,0,0,0,0
864,0,0,0,0,0,0,0,0,0,0
865,0,0,0,0,0,0,0,0,0,0
866,0,0,0,0,0,0,0,0,0,0
867,0,0,0,0,0,0,0,0,0,0
868,0,0,0,0,0,0,0,0,0,0
869,0,0,0,0,0,0,0,0,0,0
870,0,0,0,0,0,0,0,0,0,0
871,0,0,0,0,0,0,0,0,0,0
872,0,0,0,0,0,0,0,0,0,0
873,0,0,0,0,0,0,0,0,0,0
874,0,0,0,0,0,0,0,0,0,0
875,0,0,0,0,0,0,0,0,0,0
876,0,0,0,0,0,0,0,0,0,0
877,0,0,0,0,0,0,0,0,0,0
878,0,0,0,0,0,0,0,0,0,0
879,0,0,0,0,0,0,0,0,0,0
880,0,0,0,0,0,0,0,0,0,0
881,0,0,0,0,0,0,0,0,0,0
882,0,0,0,0,0,0,0,0,0,0
883,0,0,0,0,0,0,0,0,0,0
884,0,0,0,0,0,0,0,0,0,0
885,0,0,0,0,0,0,0,0,0,0
886,0,0,0,0,0,0,0,0,0,0
887,0,0,0,0,0,0,0,0,0,0
888,0,0,0,0,0,0,0,0,0,0
889,0,0,0,0,0,0,0,0,0,0
890,0,0,0,0,0,0,0,0,0,0
891,0,0,0,0,0,0,0,0,0,0
892,0,0,0,0,0,0,0,0,0,0
893,0,0,0,0,0,0,0,0,0,0
894,0,0,0,0,0,0,0,0,0,0
895,0,0,0,0,0,0,0,0,0,0
896,0,0,0,0,0,0,0,0,0,0
897,0,0,0,0,0,0,0,0,0,0
898,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0
900,0,0,0,0,0,0,0,0,0,0
901,0,0,0,0,0,0,0,0,0,0
902,0,0,0,0,0,0,0,0,0,0
903,0,0,0,0,0,0,0,0,0,0
904,0,0,0,0,0,0,0,0,0,0
905,0,0,0,0,0,0,0,0,0,0
906,0,0,0,0,0,0,0,0,0,0
907,0,0,0,0,0,0,0,0,0,0
908,0,0,0,0,0,0,0,0,0,0
909,0,0,0,0,0,0,0,0,0,0
910,0,0,0,0,0,0,0,0,0,0
911,0,0,0,0,0,0,0,0,0,0
912,0,0,0,0,0,0,0,0,0,0
913,0,0,0,0,0,0,0,0,0,0
914,0,0,0,0,0,0,0,0,0,0
915,0,0,0,0,0,0,0,0,0,0
916,0,0,0,0,0,0,0,0,0,0
917,0,0,0,0,0,0,0,0,0,0
918,0,0,0,0,0,0,0,0,0,0
919,0,0,0,0,0,0,0,0,0,0
920,0,0,0,0,0,0,0,0,0,0
921,0,0,0,0,0,0,0,0,0,0
922,0,0,0,0,0,0,0,0,0,0
